sparsity,reservoir,ro,input_scale,ridge penalty,train mse,val mse
0.2,432,0.3,0.7,1.3,0.0102176398778099,0.0106616171262547
0.2,987,0.9,0.7,7.3,0.00573807343811355,0.00604332547434455
0.5,142,0.5,0.9,6.2,0.00724282707529927,0.00765974491908198
0.7,327,1,0.9,5,0.00664253789934012,0.00683372982055772
0.4,916,0.7,0.3,9.8,0.00777117720336,0.00817847798053328
0.3,918,0.3,0.6,0.1,0.00677231555092995,0.00708859970747363
1,599,0.6,0.1,10,0.0427184362253026,0.0419062316005399
0.5,253,0.3,0.9,6,0.0131365026644571,0.0136086775666031
0.9,313,0.1,0.2,0.1,0.0226481965491326,0.023192561216592
0.1,153,0.2,0.4,2.6,0.0192708572484142,0.0197951775930768
0.3,121,0.3,1,9.6,0.0138794098102688,0.0143751966710859
0.3,539,0.4,0.3,8.1,0.0156027576890281,0.0159648110424864
0.4,527,0.6,0.9,8.3,0.00645363681517184,0.0068738015906263
0.4,610,0.2,0.2,9.1,0.0306475392588712,0.0304827807913646
0.1,532,0.3,0.2,4,0.0183785776800164,0.0186936704479173
1,358,0.2,0.2,4.7,0.0284196649922141,0.0285011402287938
0.7,240,0.6,0.8,0.8,0.00543949027130989,0.00579296131697861
0.2,410,0.6,0.4,0.3,0.00557208642719116,0.00594646191578111
0.3,163,1,0.7,4.4,0.00663438528211326,0.0068213498451273
0.3,15,0.3,0.9,8.1,0.0139178320753701,0.0144030566740394
0.4,924,0.7,0.3,2.9,0.00659611273055923,0.00701631640952645
0.9,809,0.4,0.3,7.5,0.0201855564023846,0.0204775795998253
0.9,849,0.1,0.2,3.4,0.0284528223889141,0.0286331786558661
0.8,927,0.5,0.6,6.4,0.00990619280639981,0.0103561080426488
0.9,337,0.4,0.7,4.8,0.0116381792319748,0.0120925169020574
0.6,54,0.5,0.5,5.4,0.00985498273196689,0.0103084115324341
0.4,422,0.4,0.1,1,0.0166964363133755,0.017020106935929
0.1,471,0.7,0.7,5.6,0.00634386258342215,0.00676968105932465
0.1,87,0.4,0.8,9.2,0.0119729235159172,0.012481790941629
0.9,839,0.3,0.4,8.4,0.0215201387813054,0.021888217698067
0.2,296,0.2,0.4,8.4,0.021006429961376,0.0214011959152016
0.5,165,0.8,1,5.8,0.00535720666992743,0.00568613492752234
1,275,0.5,0.5,6.3,0.0121278141545675,0.0125764157325839
0.6,991,1,1,6.3,0.00683457031543335,0.00703565964608664
1,354,0.9,0.4,7.3,0.00576370150614467,0.00606872235899426
1,353,0.5,0.5,4.2,0.0104818967381357,0.0109307834896129
0.5,228,1,0.2,1.1,0.00704137424369759,0.00725236555958063
0.2,19,0.7,1,7.1,0.0058021666322525,0.00615576114649645
0.7,671,0.6,0.3,3.7,0.00911236208417078,0.0095505079406469
0.7,29,0.9,0.7,6.1,0.00538095044546197,0.00563148879383461
0.1,706,0.2,0.2,7.2,0.0260785501673022,0.0260947189601058
0.9,423,0.4,0.8,0.7,0.00644118140316566,0.0067846707297435
0.1,87,0.7,0.2,5,0.00757886021122363,0.00800018500495753
0.4,199,0.7,0.7,8.1,0.00604535999353356,0.00644847940600619
0.7,18,0.3,1,2.5,0.0100836103642328,0.0104903017568863
0.9,584,0.3,0.8,4.2,0.0143821651705421,0.0148537069028183
1,857,0.7,0.8,9.4,0.00618216802883082,0.00657582596937304
0.9,864,0.5,0.2,6.9,0.0202584171221765,0.0203866128851969
0.3,930,0.9,0.4,1.1,0.00566457237839947,0.00596479498040047
0.9,47,0.4,0.3,7.1,0.019072302578399,0.0193872920173397
0.3,705,0.2,0.6,9.7,0.0203291998772058,0.0208061074175085
0.2,876,0.4,0.9,8.5,0.0108425920847414,0.0113289882628372
0.2,871,0.6,0.5,9.2,0.00829526894010066,0.00876288348432257
1,412,0.3,0.6,5.6,0.0184260903820704,0.0189090979654679
0.2,151,0.6,0.2,4.9,0.00965778388151943,0.0100683594597809
0.2,597,0.6,0.3,3.4,0.00833205647862471,0.00880077267723901
0.3,635,0.1,0.4,1.1,0.0229562643612676,0.0235046709299868
0.7,850,0.2,0.5,5.4,0.0217013054042627,0.0221813205812296
0.2,328,0.7,0.3,6.9,0.0073142097095292,0.00774585264036299
0.7,135,0.4,0.6,0.3,0.00622693829697541,0.00655828975655094
0.4,81,0.1,0.4,0.5,0.0216670457065523,0.0222136144799954
0.2,844,0.4,0.5,2.7,0.0109136438420824,0.0114011500053563
0.7,707,0.5,0.1,0.8,0.014165664584095,0.0145392512976648
0.5,72,0.4,0.3,9.9,0.0179121250912726,0.0181939720168172
0.3,152,0.1,1,5.1,0.0225511567698782,0.0231029529297717
0.2,679,0.2,0.5,8.2,0.0202625450140972,0.0207253520169472
1,739,0.6,0.7,9.8,0.00832522782296643,0.00875821666394589
1,756,0.9,0.5,7,0.00570794853714932,0.0060110041210556
1,403,0.4,1,5.6,0.0097485628906604,0.0101772731999695
0.7,824,0.5,0.8,1.1,0.00583818121491275,0.00619222886523408
0.8,200,0.1,1,8.8,0.0243441948722075,0.0248806314071977
0.5,15,0.4,0.3,1.9,0.0128602056908976,0.0133255163684681
0.2,934,0.1,0.5,4.8,0.0236314889909799,0.0241329864931314
0.6,891,0.6,0.2,8.2,0.0135623238752344,0.0138121935999306
0.7,225,0.1,0.1,3.3,0.0412098127567571,0.0406663599309744
0.5,133,0.9,0.7,1.6,0.00547237671396033,0.00575246611287502
0.1,114,1,0.4,0.3,0.00669803249629659,0.00688972385402539
0.6,736,0.1,0.4,4.1,0.0249617198632815,0.0254233665267178
0.6,337,0.1,0.4,6.9,0.0256776809317994,0.0260568585269601
0.6,609,0.1,1,0.6,0.0154514632133766,0.0159192942857228
0.8,558,0.1,0.9,0.2,0.0119314652920965,0.0123430782573294
0.5,555,0.7,0.5,1.9,0.00558920157957392,0.00596979006774981
0.2,759,1,0.1,1.2,0.0072560475125732,0.00746038888232965
0.8,59,0.6,1,6.7,0.00598065480742003,0.00636772610217109
0.3,118,0.4,1,9.4,0.010178379550457,0.0106437326772135
0.1,920,0.7,1,8,0.00613701989036407,0.00655418519498902
0.2,341,0.4,0.7,2.4,0.00903226108882282,0.00948402975577194
0.2,256,0.5,0.7,3.6,0.00769261283485929,0.00813965538556569
0.6,209,1,1,7.8,0.00655918810556186,0.00674184052435249
1,232,0.9,0.4,7,0.00573580266799659,0.00603989133133596
0.4,234,0.2,0.1,6.9,0.0492652693251634,0.048334012801904
0.8,384,0.5,0.1,7,0.0389168482345083,0.0382610413803663
0.5,915,0.7,0.3,8.3,0.00776318993197999,0.00817116257734636
0.8,984,0.7,0.8,4.2,0.00553349624260846,0.00590678586253809
0.5,3,0.2,0.3,5.5,0.0270751401472873,0.0273347909141112
0.7,390,0.6,0.8,3.2,0.00580416968266853,0.0061881926246829
0.2,845,0.7,0.9,7.7,0.00591691540780355,0.00632080721004465
0.5,689,0.8,0.9,4.4,0.00537945390104681,0.00571482401893523
1,332,0.6,0.9,1.3,0.00547132343082064,0.00582913652628163
0.8,841,0.6,0.1,6.7,0.0313027454697749,0.0308681548070104
0.5,389,0.6,0.7,4.4,0.00626192294667255,0.0066713010747569
0.3,586,0.9,0.3,1,0.00568899062963256,0.00599180875795332
1,10,0.5,0.8,3.8,0.00760761096548202,0.00798266427594202
0.1,370,0.5,0.4,0.8,0.00792624177097604,0.00838900643537438
0.7,574,1,0.9,9.3,0.00679942579155007,0.00699914994897205
0.5,537,0.6,0.3,5.5,0.00924438324159964,0.00968105695368292
0.6,700,0.9,0.5,8.7,0.00575125262116606,0.00605746917246675
0.2,434,0.7,0.2,6.2,0.00781201827789647,0.00821549905386087
0.2,396,1,0.4,9.3,0.00693155171703615,0.0071423134644994
1,604,0.1,0.5,5.4,0.025728452550768,0.0262034026921029
1,870,0.8,0.8,9.3,0.00554001301733712,0.00588503722750863
0.8,122,0.8,0.6,6.8,0.00555284875627884,0.00589881110900604
1,543,0.4,0.1,7.1,0.0474546315688289,0.0465622517473492
0.3,808,0.7,0.8,7.1,0.00588458672188489,0.00628508051825276
0.1,291,0.2,0.5,5.5,0.0195561861635065,0.0200616031354584
0.7,704,0.3,0.5,4.8,0.0174267587071642,0.0179057476715536
0.5,282,0.5,0.6,6.7,0.00928947579989326,0.0097460779120144
0.2,916,0.3,0.4,1.4,0.0138600388363602,0.0143640923708161
0.1,839,1,0.1,4,0.00725572165202847,0.00746079715052484
0.4,22,0.5,0.9,9,0.00785062438182157,0.00828027390642139
0.4,415,0.4,0.9,1,0.00640276006793674,0.00675133067946526
0.2,440,1,0.2,2.7,0.00709797644823747,0.0073117208494461
0.8,42,0.5,0.4,9.7,0.0144299437428839,0.0148172292778033
0.6,859,0.7,0.3,10,0.00825485884768321,0.00864683817381779
0.9,847,0.8,0.5,6.1,0.0057192838790898,0.00607271256001645
0.5,128,0.6,0.3,6.8,0.00959818787471503,0.0100224748267734
0.8,236,0.8,0.9,1.4,0.00517492992533235,0.0054966806196696
0.7,527,0.9,0.8,2.9,0.00557565109952242,0.00586809752991231
0.6,902,0.7,0.3,6.9,0.00769542840798475,0.00810506049026048
1,971,1,0.9,1.8,0.00667203021874337,0.00687133947623794
0.1,589,0.3,0.5,6.6,0.0160652907812298,0.0165662089879666
0.9,787,0.7,0.4,7.1,0.00758989651755649,0.00799932089358888
0.4,525,0.1,0.3,5.3,0.0257061028116111,0.0260237063271578
0.3,903,0.2,0.5,8.7,0.0207852012537796,0.021234140899065
0.1,452,0.2,0.2,5.4,0.023911748597446,0.0240545599369328
0.7,741,0.5,0.3,0.3,0.00623020891889844,0.00660763765507464
0.2,426,1,0.3,6.1,0.00700845195737783,0.00722195420352467
0.6,16,0.7,0.2,3.4,0.00832481586213302,0.00871729082480058
0.6,7,0.9,0.5,6.8,0.00562274118250199,0.00583199722087647
1,578,0.9,0.8,1.3,0.00536727847225154,0.0056532101947694
0.5,275,0.9,0.8,5.7,0.00562217271017275,0.00591400971453369
0.7,38,0.3,0.3,3.7,0.0197610859513559,0.0201739239357434
0.6,577,0.6,0.3,1.5,0.00710111150956626,0.00753124781950733
0.7,375,0.9,0.6,0.1,0.00480903488463195,0.00507534136466565
0.5,277,0.9,0.9,6.2,0.00561001940533472,0.00589912105339953
0.2,507,0.9,0.9,0.5,0.00559663162657775,0.00588369288397949
0.8,410,0.1,1,5,0.0237232745306751,0.0242707064268622
0.7,196,0.1,0.5,0.7,0.0220559467146859,0.0225982777830039
0.8,998,0.3,0.3,2,0.0182969934010085,0.0187684886683651
1,395,0.4,0.9,7.4,0.0121586051637628,0.0126145255068504
0.4,830,0.9,0.3,3.8,0.00579968192431481,0.00610971019696402
0.8,720,0.7,0.8,2.9,0.00543611622759095,0.00580234254593635
0.4,473,0.3,0.9,4.9,0.0122273410705035,0.0126952299801739
0.1,620,0.4,0.7,4.6,0.0113627450445142,0.0118700626881692
0.8,59,0.8,1,9.5,0.00528716597521002,0.00560854136816835
0.1,486,0.2,0.7,8.1,0.0192883480985836,0.0198113177274312
1,760,0.4,0.3,4,0.0184653402052987,0.0188705037737203
0.6,973,0.9,0.1,7.7,0.00647479566395744,0.00675741498633763
0.1,202,0.4,0.4,9.5,0.0137625597213259,0.0142123669301894
0.8,581,0.7,0.5,9.7,0.00714750484393764,0.00755860867310888
0.8,44,0.9,0.9,6.4,0.00520996862660742,0.00545974436268585
0.5,441,0.7,0.6,2.2,0.0055175167920552,0.00589299881178637
0.6,791,1,0.1,3.6,0.00729264277880106,0.00749204127509704
0.7,661,0.3,0.8,3.5,0.0124394035100569,0.0128960661315183
0.6,168,0.4,0.3,5.9,0.0162767877956355,0.0166618200750229
0.9,670,0.2,1,2.6,0.0154649988668514,0.0159395393228917
0.3,68,0.2,0.5,8.5,0.0207704888565975,0.0212213102431864
0.4,896,0.3,0.4,7.3,0.0181059328006279,0.0185311393800393
1,656,0.2,0.3,7.6,0.0267493064836531,0.0269553560716458
0.2,807,0.4,0.8,8.1,0.01130133089049,0.0117938594863064
0.1,703,0.3,0.2,6.7,0.0209034342042957,0.0210550146263992
0.1,114,0.5,0.2,3.1,0.0112687156476352,0.0117148512236879
0.6,759,0.8,0.6,9.5,0.00571522673643179,0.00607196778825757
0.6,722,0.3,0.2,1.3,0.0183013862968694,0.0187520854035144
1,260,0.1,0.2,6.6,0.0331911330301379,0.0330648047164702
0.2,145,0.8,0.6,7.4,0.00581809844225767,0.00618200003334749
0.5,429,0.9,1,8.3,0.00562616515752477,0.0059179112248759
0.8,337,0.9,0.9,9.4,0.00560860110400874,0.00590198506361642
0.3,906,0.1,0.6,9,0.0240908063243705,0.0245633729891711
0.4,204,0.8,0.2,9.2,0.00674558566710422,0.00709788944483886
0.9,210,1,0.8,3.3,0.00638049537008224,0.00656609519466503
0.7,46,1,0.4,1.5,0.00622338717435508,0.00640382036257069
0.5,427,0.2,0.5,9.6,0.0219588583632582,0.0223824063352405
0.8,140,0.4,0.2,8.3,0.025305814683945,0.0252809582454638
0.6,91,0.1,0.1,3.8,0.0431144768425021,0.0424822510661792
0.4,837,0.3,0.6,1,0.00959628715811185,0.0100164557237536
0.8,892,1,0.5,7.8,0.00704295818231665,0.00725361949610209
0.8,684,0.3,0.6,1.5,0.0116121890530674,0.0120543462381805
1,130,0.5,0.2,7.2,0.0227143324232142,0.0227745261621416
0.9,362,1,0.5,4.9,0.00689750392368581,0.00710407444371608
0.7,305,0.6,0.1,1,0.0115057030871214,0.0118783457765056
0.8,183,0.7,0.5,8,0.00684505904681081,0.0072528337184924
0.5,520,0.9,0.1,0.5,0.00580365074293858,0.0061136645632438
0.7,568,0.1,0.5,8.5,0.0255655256130053,0.0259848403215919
0.7,632,0.1,0.6,0.6,0.0204035391158977,0.0209306753523998
0.2,957,0.9,0.4,3.9,0.00579726880550802,0.0061076643060366
0.1,452,0.2,1,1.9,0.0152306007412755,0.0157420625817128
0.7,429,0.6,0.9,9.6,0.00663607975971574,0.0070516814051831
0.8,688,0.8,0.2,1.2,0.00579068710074703,0.00614788172246968
0.4,566,0.4,0.9,8,0.0102423578014752,0.0107033749982749
0.4,184,0.4,0.2,4.1,0.0167577867998058,0.0170762131412935
0.7,988,0.6,0.7,1,0.00550248416914509,0.0058646465214842
0.8,488,0.2,1,9.9,0.02022092391144,0.0207315659641023
0.1,131,0.2,0.2,1,0.0196659489425766,0.0201616655821993
0.3,936,0.7,0.1,2.5,0.00880717018904138,0.00915198251641066
0.9,749,0.9,0.8,7.6,0.00563151682311844,0.00592904910287682
0.2,363,1,1,9.4,0.00665485574853971,0.00684314891277407
1,669,0.2,0.2,6.4,0.0309909584522407,0.0309220012361406
0.5,259,1,1,1,0.00627598580998732,0.00645251610349979
0.7,589,1,0.5,4.5,0.00696693638435894,0.00717554276666891
0.4,610,0.7,0.9,9,0.00579770450634648,0.00619115907386622
0.4,225,0.7,0.7,4.3,0.00566215897654324,0.00604741523568297
0.3,561,0.8,0.3,6.4,0.0061775139672533,0.00655288392851873
0.4,918,0.1,0.1,4.8,0.0463944180828015,0.0456167219718733
1,84,0.8,0.7,4.7,0.00528466766822903,0.00561597432345075
1,251,0.2,0.9,5,0.01987929455247,0.0203912610008043
1,535,0.5,0.4,6.1,0.0139824107318017,0.0144144399976229
0.3,117,0.9,0.9,0.8,0.00542862019570934,0.00569052934617572
0.1,837,0.5,0.5,1.3,0.00794438798066099,0.00840744370509774
1,423,0.6,0.5,7.5,0.00971265690741225,0.0101474241792984
0.7,257,1,0.4,7.3,0.00692967905462697,0.0071385276105224
1,741,0.3,0.7,8,0.0186674034933341,0.0191497693553624
0.7,318,0.4,0.1,1.6,0.0218320667736064,0.0219531693052216
0.2,405,0.8,0.2,0.3,0.00551291202293556,0.0058629199002575
0.3,995,0.8,0.9,3.9,0.00540023269600521,0.00573840204623683
0.9,399,0.2,0.2,3.9,0.026889208550376,0.0270536491418506
0.2,705,1,0.7,1.9,0.00683269982593898,0.00703338408358547
0.5,107,0.3,0.3,5.4,0.0193363283592212,0.019711310982478
0.3,951,0.1,0.2,1.4,0.0244622366979059,0.0248895084554041
0.2,149,0.4,0.4,4.7,0.0129103740564325,0.0133994103003514
0.8,495,0.3,0.9,2.7,0.01083141744453,0.011260044305132
0.2,919,0.9,0.6,6.2,0.00575545402072486,0.0060623200216682
0.8,540,0.4,0.1,3.6,0.0331426043389028,0.0327799171182197
0.5,918,0.6,0.5,8.5,0.00823128441891777,0.00867882005163993
1,927,0.7,0.8,0.5,0.00528903018826259,0.00563889123274033
0.6,81,0.7,0.1,5.3,0.0148296691491927,0.0149125514896355
0.4,557,0.6,0.6,0.4,0.00544921995098788,0.00580497269897492
0.9,432,0.2,0.3,2.5,0.0232701688288526,0.0237205414789727
1,982,0.1,0.7,8,0.025572793561969,0.0260738238800416
1,245,0.2,0.2,0.4,0.021275024150996,0.0217865973745114
0.7,441,0.6,0.5,3.1,0.00673179637811164,0.00714951585276869
0.5,656,0.4,0.4,7,0.0147522695729868,0.0151925346153255
0.3,208,0.6,0.1,9.4,0.0256490186290119,0.0253483567119986
0.4,254,1,0.5,0.8,0.00673296710592637,0.00692998444778111
0.6,42,1,1,2.5,0.00563985664069202,0.00578587585596994
0.3,112,0.8,1,4,0.00534078467245324,0.00566253720929778
0.6,553,0.1,0.4,10,0.0264766538073448,0.0267689449720327
0.6,619,0.7,0.6,5.6,0.00595950669925499,0.00635658973475203
0.3,206,0.3,0.1,9.6,0.0494636195416863,0.0484733884740992
0.1,449,0.6,0.4,1.2,0.0069793841593678,0.00743249103658277
0.3,507,0.9,0.8,1.7,0.00561967150671714,0.00591137828541186
0.6,939,0.7,0.5,1.1,0.0054342264049429,0.00580152102259033
0.5,754,0.5,0.7,3.9,0.00734286718111144,0.00776500246903471
0.1,894,0.7,0.4,0.9,0.00594438128311464,0.00635313082929286
0.3,567,0.3,0.4,1.6,0.0139934918448863,0.0144886510242036
0.6,271,0.2,0.1,0.1,0.0193636443841322,0.0198747996904306
0.2,102,0.8,0.6,5.2,0.00569850194350934,0.0060546501028943
1,138,0.3,0.3,3.3,0.0211624996980707,0.0215800809492921
0.8,322,0.8,0.5,9.8,0.0059082851098874,0.00626810793190595
0.8,406,0.4,0.2,2.7,0.0179710416328634,0.0183286591126927
0.2,41,0.8,0.8,5.7,0.0055494741849352,0.00587742558270887
1,896,0.2,0.6,2.9,0.0208350338970428,0.0213499499297801
0.1,447,0.8,0.2,3.3,0.00631369764043088,0.00669701051682138
0.3,626,0.2,0.8,4.4,0.0176158102411145,0.0181355193065126
0.7,806,0.7,0.9,7.1,0.00562994282257199,0.0060102220410875
0.8,353,0.9,1,3.6,0.00548781953663869,0.00577417406035153
0.7,34,0.6,0.5,1.9,0.00604562223757344,0.00643861875064557
0.1,716,0.8,1,5.8,0.00559317703506547,0.00594715134621629
0.4,808,0.6,0.5,6.3,0.00768137468899978,0.0081305175295407
0.1,741,0.7,0.5,6.3,0.00686437417816561,0.0073075833248786
1,774,0.9,0.9,10,0.00562737677177213,0.00592462428441816
0.8,128,0.7,0.4,4,0.00652475062589268,0.00692857466199618
0.6,539,0.8,0.1,0.9,0.00633019322077413,0.00669728164630962
0.8,539,0.5,0.9,7.3,0.00802099786634106,0.00844605511670302
0.9,413,0.1,0.1,7.3,0.0556176881805351,0.0545020618601179
0.9,860,0.7,0.7,2.7,0.00549104684556967,0.00586078051735197
0.4,937,0.5,1,6.4,0.00702902612842568,0.00744658668797528
0.9,461,0.2,0.3,0.2,0.0146103374321747,0.0150740729249765
0.7,487,0.5,0.3,4.6,0.0128580315928198,0.013283248312012
0.3,66,0.4,0.6,0.4,0.00640834490322419,0.0067585568457776
0.4,931,0.5,0.7,0.3,0.00567059559332849,0.00600653627542313
1,88,1,1,7.4,0.006027319362824,0.00619430252832394
0.9,267,0.1,0.3,3.9,0.0264116157009184,0.0267812622248654
0.6,898,0.3,0.8,3.4,0.0119994660676829,0.012453877855281
0.3,72,0.2,0.5,3.8,0.0195008627390457,0.0200100819617277
0.4,136,0.7,0.1,5.5,0.0130444530504913,0.0131861778136323
0.8,410,0.5,0.9,2.3,0.00614535435540845,0.00651654363833292
0.3,593,0.8,0.6,5.1,0.00559824731949286,0.00595249604851471
0.8,910,0.4,0.4,4.1,0.0147806225912473,0.0152407468877387
0.6,11,0.6,0.5,5,0.00685905537359214,0.00726755349860706
0.2,970,0.6,1,3.8,0.00589089150363041,0.00629052013691516
0.4,235,0.3,0.2,8,0.0255823120595035,0.0255715050883757
0.3,735,0.9,0.7,10,0.00573438721657102,0.00603880575308576
0.8,540,0.2,1,4.3,0.0172802144700572,0.0177766122984297
0.2,81,0.5,1,3.6,0.00661457157597945,0.00701975245513228
0.6,450,0.8,0.3,3.7,0.00591158511178544,0.00627511893261043
0.2,91,0.8,0.7,2.2,0.00541112175783732,0.00574364686212842
0.8,680,0.5,0.3,8.1,0.015387633098507,0.0157273038251468
1,746,0.1,0.9,2.9,0.0236859602639326,0.0242357876652245
1,864,0.5,0.1,2.8,0.0268411585669717,0.026697456820658
1,415,0.4,0.5,3,0.0129948290213618,0.0134578122783818
0.2,927,0.6,0.1,0.8,0.00909217767050948,0.00953857226401552
0.4,981,0.4,0.6,6.6,0.0120477737989693,0.0125247939786231
0.8,622,0.1,0.8,2.6,0.0234000848577496,0.0239480651887748
0.1,248,0.9,0.9,3.1,0.00565347009067692,0.00593882781314599
0.1,482,0.3,0.7,6.3,0.0151913361140676,0.0157163323455332
0.4,857,0.2,0.5,4.3,0.0199923715819953,0.0204943965217126
0.8,828,0.5,0.9,5.3,0.00725871433726334,0.00766842010929781
0.9,51,0.4,0.3,6.1,0.0194472140937107,0.0197824810209143
0.3,189,0.6,0.3,5.6,0.00896120918773546,0.00940805341405896
1,466,0.7,1,8.4,0.00564605841391426,0.00602382651063846
0.7,260,0.3,0.4,6.2,0.0195670781091653,0.0199917384169289
0.4,440,0.9,1,7.9,0.0056371868338243,0.00592880778200218
0.7,964,0.9,0.1,8.4,0.00673061155991661,0.00700033183170216
1,10,0.5,0.9,1.6,0.00620018748365261,0.00653497307480802
0.4,125,0.9,0.8,8.9,0.00564855113772722,0.00593257261723108
1,584,0.3,0.6,2.3,0.0146035468432657,0.0150758073525175
0.9,770,0.8,0.1,0.1,0.00543948382526278,0.00578038013834561
0.2,493,0.6,0.2,1.9,0.00855733205428177,0.00902180115463689
1,464,0.5,0.6,5.9,0.010679582917684,0.0111291609392512
0.3,961,0.3,0.4,2.2,0.0148961715296729,0.0153948558697646
0.4,803,0.5,0.5,7.4,0.0101907113476465,0.0106571881338759
0.7,669,0.9,0.5,1.6,0.00561500999836959,0.00591150505965797
0.5,604,0.6,0.3,9.1,0.0103162690603768,0.0107140095213685
0.5,741,0.8,0.2,8.9,0.00685016127692682,0.00719876586094977
0.7,664,0.9,0.7,1.4,0.00556450189082079,0.00585713445322854
0.9,302,0.1,0.4,8.6,0.0269129653193861,0.0272327138813899
0.6,577,0.1,0.2,8.6,0.0349877946255895,0.034733421355245
0.1,190,1,0.9,4.8,0.00658318007955892,0.00676506744386633
0.6,322,0.5,0.6,6.9,0.00950555978163159,0.00995869250741998
1,357,1,0.2,6.7,0.00716629906256002,0.00737606379494036
0.1,929,1,0.2,2.4,0.00715671734735863,0.00736925561566055
0.9,870,0.4,0.2,6.1,0.0235936867886688,0.0236870190405063
0.5,675,0.1,0.7,9.7,0.0244037891357674,0.0248951980020986
